date,season,year,month,hour,workingday,total,time_category
2011-04-14,Summer,2011,Apr,4,1,9,Night
2011-04-14,Summer,2011,Apr,5,1,14,Night
2011-04-14,Summer,2011,Apr,6,1,70,Morning
2011-04-14,Summer,2011,Apr,7,1,193,Morning
2011-04-14,Summer,2011,Apr,8,1,337,Morning
2011-04-14,Summer,2011,Apr,9,1,170,Morning
2011-04-14,Summer,2011,Apr,10,1,89,Afternoon
2011-04-14,Summer,2011,Apr,11,1,115,Afternoon
2011-04-14,Summer,2011,Apr,12,1,145,Afternoon
2011-04-14,Summer,2011,Apr,13,1,159,Afternoon
2011-04-14,Summer,2011,Apr,14,1,137,Afternoon
2011-04-14,Summer,2011,Apr,15,1,142,Afternoon
2011-04-14,Summer,2011,Apr,16,1,202,Evening
2011-04-14,Summer,2011,Apr,17,1,388,Evening
2011-04-14,Summer,2011,Apr,18,1,337,Evening
2011-04-14,Summer,2011,Apr,19,1,259,Evening
2011-04-14,Summer,2011,Apr,20,1,169,Night
2011-04-14,Summer,2011,Apr,21,1,145,Night
2011-04-14,Summer,2011,Apr,22,1,104,Night
2011-04-14,Summer,2011,Apr,23,1,47,Night
2011-04-15,Summer,2011,Apr,0,0,27,Night
2011-04-15,Summer,2011,Apr,1,0,15,Night
2011-04-15,Summer,2011,Apr,2,0,18,Night
2011-04-15,Summer,2011,Apr,3,0,3,Night
2011-04-15,Summer,2011,Apr,4,0,3,Night
2011-04-15,Summer,2011,Apr,5,0,13,Night
2011-04-15,Summer,2011,Apr,6,0,47,Morning
2011-04-15,Summer,2011,Apr,7,0,149,Morning
2011-04-15,Summer,2011,Apr,8,0,300,Morning
2011-04-15,Summer,2011,Apr,9,0,178,Morning
2011-04-15,Summer,2011,Apr,10,0,122,Afternoon
2011-04-15,Summer,2011,Apr,11,0,136,Afternoon
2011-04-15,Summer,2011,Apr,12,0,200,Afternoon
2011-04-15,Summer,2011,Apr,13,0,180,Afternoon
2011-04-15,Summer,2011,Apr,14,0,163,Afternoon
2011-04-15,Summer,2011,Apr,15,0,162,Afternoon
2011-04-15,Summer,2011,Apr,16,0,243,Evening
2011-04-15,Summer,2011,Apr,17,0,331,Evening
2011-04-15,Summer,2011,Apr,18,0,263,Evening
2011-04-15,Summer,2011,Apr,19,0,209,Evening
2011-04-15,Summer,2011,Apr,20,0,118,Night
2011-04-15,Summer,2011,Apr,21,0,102,Night
2011-04-15,Summer,2011,Apr,22,0,80,Night
2011-04-15,Summer,2011,Apr,23,0,64,Night
2011-04-16,Summer,2011,Apr,0,0,43,Night
2011-04-16,Summer,2011,Apr,1,0,33,Night
2011-04-16,Summer,2011,Apr,2,0,24,Night
2011-04-16,Summer,2011,Apr,3,0,14,Night
2011-04-16,Summer,2011,Apr,4,0,5,Night
2011-04-16,Summer,2011,Apr,5,0,4,Night
2011-04-16,Summer,2011,Apr,6,0,10,Morning
2011-04-16,Summer,2011,Apr,7,0,21,Morning
2011-04-16,Summer,2011,Apr,8,0,45,Morning
2011-04-16,Summer,2011,Apr,9,0,29,Morning
2011-04-16,Summer,2011,Apr,10,0,22,Afternoon
2011-04-16,Summer,2011,Apr,11,0,31,Afternoon
2011-04-16,Summer,2011,Apr,12,0,32,Afternoon
2011-04-16,Summer,2011,Apr,13,0,58,Afternoon
2011-04-16,Summer,2011,Apr,14,0,63,Afternoon
2011-04-16,Summer,2011,Apr,15,0,78,Afternoon
2011-04-16,Summer,2011,Apr,16,0,33,Evening
2011-04-16,Summer,2011,Apr,17,0,15,Evening
2011-04-16,Summer,2011,Apr,18,0,38,Evening
2011-04-16,Summer,2011,Apr,19,0,71,Evening
2011-04-16,Summer,2011,Apr,20,0,53,Night
2011-04-16,Summer,2011,Apr,21,0,14,Night
2011-04-16,Summer,2011,Apr,22,0,24,Night
2011-04-16,Summer,2011,Apr,23,0,35,Night
2011-04-17,Summer,2011,Apr,0,0,33,Night
2011-04-17,Summer,2011,Apr,1,0,31,Night
2011-04-17,Summer,2011,Apr,2,0,29,Night
2011-04-17,Summer,2011,Apr,3,0,25,Night
2011-04-17,Summer,2011,Apr,4,0,7,Night
2011-04-17,Summer,2011,Apr,5,0,3,Night
2011-04-17,Summer,2011,Apr,6,0,8,Morning
2011-04-17,Summer,2011,Apr,7,0,16,Morning
2011-04-17,Summer,2011,Apr,8,0,43,Morning
2011-04-17,Summer,2011,Apr,9,0,102,Morning
2011-04-17,Summer,2011,Apr,10,0,211,Afternoon
2011-04-17,Summer,2011,Apr,11,0,304,Afternoon
2011-04-17,Summer,2011,Apr,12,0,354,Afternoon
2011-04-17,Summer,2011,Apr,13,0,343,Afternoon
2011-04-17,Summer,2011,Apr,14,0,361,Afternoon
2011-04-17,Summer,2011,Apr,15,0,388,Afternoon
2011-04-17,Summer,2011,Apr,16,0,343,Evening
2011-04-17,Summer,2011,Apr,17,0,306,Evening
2011-04-17,Summer,2011,Apr,18,0,277,Evening
2011-04-17,Summer,2011,Apr,19,0,210,Evening
2011-04-17,Summer,2011,Apr,20,0,141,Night
2011-04-17,Summer,2011,Apr,21,0,83,Night
2011-04-17,Summer,2011,Apr,22,0,70,Night
2011-04-17,Summer,2011,Apr,23,0,56,Night
2011-04-18,Summer,2011,Apr,0,1,39,Night
2011-04-18,Summer,2011,Apr,1,1,19,Night
2011-04-18,Summer,2011,Apr,2,1,16,Night
2011-04-18,Summer,2011,Apr,3,1,7,Night
2011-04-18,Summer,2011,Apr,4,1,6,Night
2011-04-18,Summer,2011,Apr,5,1,16,Night
2011-04-18,Summer,2011,Apr,6,1,54,Morning
2011-04-18,Summer,2011,Apr,7,1,168,Morning
2011-04-18,Summer,2011,Apr,8,1,297,Morning
2011-04-18,Summer,2011,Apr,9,1,169,Morning
2011-04-18,Summer,2011,Apr,10,1,109,Afternoon
2011-04-18,Summer,2011,Apr,11,1,123,Afternoon
2011-04-18,Summer,2011,Apr,12,1,184,Afternoon
2011-04-18,Summer,2011,Apr,13,1,169,Afternoon
2011-04-18,Summer,2011,Apr,14,1,144,Afternoon
2011-04-18,Summer,2011,Apr,15,1,176,Afternoon
2011-04-18,Summer,2011,Apr,16,1,205,Evening
2011-04-18,Summer,2011,Apr,17,1,428,Evening
2011-04-18,Summer,2011,Apr,18,1,362,Evening
2011-04-18,Summer,2011,Apr,19,1,286,Evening
2011-04-18,Summer,2011,Apr,20,1,165,Night
2011-04-18,Summer,2011,Apr,21,1,151,Night
2011-04-18,Summer,2011,Apr,22,1,90,Night
2011-04-18,Summer,2011,Apr,23,1,46,Night
2011-04-19,Summer,2011,Apr,0,1,25,Night
2011-04-19,Summer,2011,Apr,1,1,7,Night
2011-04-19,Summer,2011,Apr,2,1,13,Night
2011-04-19,Summer,2011,Apr,3,1,3,Night
2011-04-19,Summer,2011,Apr,4,1,5,Night
2011-04-19,Summer,2011,Apr,5,1,18,Night
2011-04-19,Summer,2011,Apr,6,1,65,Morning
2011-04-19,Summer,2011,Apr,7,1,188,Morning
2011-04-19,Summer,2011,Apr,8,1,351,Morning
2011-04-19,Summer,2011,Apr,9,1,162,Morning
2011-04-19,Summer,2011,Apr,10,1,75,Afternoon
2011-04-19,Summer,2011,Apr,11,1,72,Afternoon
2011-04-19,Summer,2011,Apr,12,1,103,Afternoon
2011-04-19,Summer,2011,Apr,13,1,129,Afternoon
2011-04-19,Summer,2011,Apr,14,1,107,Afternoon
2011-04-19,Summer,2011,Apr,15,1,127,Afternoon
2011-04-19,Summer,2011,Apr,16,1,192,Evening
2011-04-19,Summer,2011,Apr,17,1,411,Evening
2011-04-19,Summer,2011,Apr,18,1,421,Evening
2011-04-19,Summer,2011,Apr,19,1,276,Evening
2011-04-19,Summer,2011,Apr,20,1,168,Night
2011-04-19,Summer,2011,Apr,21,1,122,Night
2011-04-19,Summer,2011,Apr,22,1,112,Night
2011-04-19,Summer,2011,Apr,23,1,52,Night
2011-04-20,Summer,2011,Apr,0,1,33,Night
2011-04-20,Summer,2011,Apr,1,1,7,Night
2011-04-20,Summer,2011,Apr,2,1,2,Night
2011-04-20,Summer,2011,Apr,3,1,2,Night
2011-04-20,Summer,2011,Apr,4,1,9,Night
2011-04-20,Summer,2011,Apr,5,1,15,Night
2011-04-20,Summer,2011,Apr,6,1,64,Morning
2011-04-20,Summer,2011,Apr,7,1,237,Morning
2011-04-20,Summer,2011,Apr,8,1,396,Morning
2011-04-20,Summer,2011,Apr,9,1,197,Morning
2011-04-20,Summer,2011,Apr,10,1,131,Afternoon
2011-04-20,Summer,2011,Apr,11,1,118,Afternoon
2011-04-20,Summer,2011,Apr,12,1,145,Afternoon
2011-04-20,Summer,2011,Apr,13,1,177,Afternoon
2011-04-20,Summer,2011,Apr,14,1,148,Afternoon
2011-04-20,Summer,2011,Apr,15,1,145,Afternoon
2011-04-20,Summer,2011,Apr,16,1,255,Evening
2011-04-20,Summer,2011,Apr,17,1,432,Evening
2011-04-20,Summer,2011,Apr,18,1,441,Evening
2011-04-20,Summer,2011,Apr,19,1,383,Evening
2011-04-20,Summer,2011,Apr,20,1,225,Night
2011-04-20,Summer,2011,Apr,21,1,172,Night
2011-04-20,Summer,2011,Apr,22,1,117,Night
2011-04-20,Summer,2011,Apr,23,1,93,Night
2011-04-21,Summer,2011,Apr,0,1,44,Night
2011-04-21,Summer,2011,Apr,1,1,26,Night
2011-04-21,Summer,2011,Apr,2,1,13,Night
2011-04-21,Summer,2011,Apr,3,1,7,Night
2011-04-21,Summer,2011,Apr,4,1,6,Night
2011-04-21,Summer,2011,Apr,5,1,14,Night
2011-04-21,Summer,2011,Apr,6,1,75,Morning
2011-04-21,Summer,2011,Apr,7,1,198,Morning
2011-04-21,Summer,2011,Apr,8,1,365,Morning
2011-04-21,Summer,2011,Apr,9,1,196,Morning
2011-04-21,Summer,2011,Apr,10,1,98,Afternoon
2011-04-21,Summer,2011,Apr,11,1,133,Afternoon
2011-04-21,Summer,2011,Apr,12,1,199,Afternoon
2011-04-21,Summer,2011,Apr,13,1,177,Afternoon
2011-04-21,Summer,2011,Apr,14,1,228,Afternoon
2011-04-21,Summer,2011,Apr,15,1,235,Afternoon
2011-04-21,Summer,2011,Apr,16,1,294,Evening
2011-04-21,Summer,2011,Apr,17,1,481,Evening
2011-04-21,Summer,2011,Apr,18,1,452,Evening
2011-04-21,Summer,2011,Apr,19,1,324,Evening
2011-04-21,Summer,2011,Apr,20,1,204,Night
2011-04-21,Summer,2011,Apr,21,1,184,Night
2011-04-21,Summer,2011,Apr,22,1,137,Night
2011-04-21,Summer,2011,Apr,23,1,99,Night
2011-04-22,Summer,2011,Apr,0,1,33,Night
2011-04-22,Summer,2011,Apr,1,1,24,Night
2011-04-22,Summer,2011,Apr,2,1,9,Night
2011-04-22,Summer,2011,Apr,3,1,2,Night
2011-04-22,Summer,2011,Apr,4,1,3,Night
2011-04-22,Summer,2011,Apr,5,1,16,Night
2011-04-22,Summer,2011,Apr,6,1,49,Morning
2011-04-22,Summer,2011,Apr,7,1,180,Morning
2011-04-22,Summer,2011,Apr,8,1,346,Morning
2011-04-22,Summer,2011,Apr,9,1,195,Morning
2011-04-22,Summer,2011,Apr,10,1,136,Afternoon
2011-04-22,Summer,2011,Apr,11,1,106,Afternoon
2011-04-22,Summer,2011,Apr,12,1,80,Afternoon
2011-04-22,Summer,2011,Apr,13,1,40,Afternoon
2011-04-22,Summer,2011,Apr,14,1,36,Afternoon
2011-04-22,Summer,2011,Apr,15,1,75,Afternoon
2011-04-22,Summer,2011,Apr,16,1,62,Evening
2011-04-22,Summer,2011,Apr,17,1,69,Evening
2011-04-22,Summer,2011,Apr,18,1,51,Evening
2011-04-22,Summer,2011,Apr,19,1,55,Evening
2011-04-22,Summer,2011,Apr,20,1,47,Night
2011-04-22,Summer,2011,Apr,21,1,28,Night
2011-04-22,Summer,2011,Apr,22,1,24,Night
2011-04-22,Summer,2011,Apr,23,1,17,Night
2011-04-23,Summer,2011,Apr,0,0,18,Night
2011-04-23,Summer,2011,Apr,1,0,16,Night
2011-04-23,Summer,2011,Apr,2,0,17,Night
2011-04-23,Summer,2011,Apr,3,0,4,Night
2011-04-23,Summer,2011,Apr,4,0,5,Night
2011-04-23,Summer,2011,Apr,5,0,7,Night
2011-04-23,Summer,2011,Apr,6,0,11,Morning
2011-04-23,Summer,2011,Apr,7,0,19,Morning
2011-04-23,Summer,2011,Apr,8,0,47,Morning
2011-04-23,Summer,2011,Apr,9,0,68,Morning
2011-04-23,Summer,2011,Apr,10,0,129,Afternoon
2011-04-23,Summer,2011,Apr,11,0,232,Afternoon
2011-04-23,Summer,2011,Apr,12,0,291,Afternoon
2011-04-23,Summer,2011,Apr,13,0,312,Afternoon
2011-04-23,Summer,2011,Apr,14,0,391,Afternoon
2011-04-23,Summer,2011,Apr,15,0,397,Afternoon
2011-04-23,Summer,2011,Apr,16,0,426,Evening
2011-04-23,Summer,2011,Apr,17,0,383,Evening
2011-04-23,Summer,2011,Apr,18,0,376,Evening
2011-04-23,Summer,2011,Apr,19,0,283,Evening
2011-04-23,Summer,2011,Apr,20,0,183,Night
2011-04-23,Summer,2011,Apr,21,0,135,Night
2011-04-23,Summer,2011,Apr,22,0,169,Night
2011-04-23,Summer,2011,Apr,23,0,117,Night
2011-04-24,Summer,2011,Apr,0,0,96,Night
2011-04-24,Summer,2011,Apr,1,0,54,Night
2011-04-24,Summer,2011,Apr,2,0,72,Night
2011-04-24,Summer,2011,Apr,3,0,24,Night
2011-04-24,Summer,2011,Apr,4,0,5,Night
2011-04-24,Summer,2011,Apr,5,0,12,Night
2011-04-24,Summer,2011,Apr,6,0,13,Morning
2011-04-24,Summer,2011,Apr,7,0,27,Morning
2011-04-24,Summer,2011,Apr,8,0,80,Morning
2011-04-24,Summer,2011,Apr,9,0,177,Morning
2011-04-24,Summer,2011,Apr,10,0,289,Afternoon
2011-04-24,Summer,2011,Apr,11,0,317,Afternoon
2011-04-24,Summer,2011,Apr,12,0,388,Afternoon
2011-04-24,Summer,2011,Apr,13,0,441,Afternoon
2011-04-24,Summer,2011,Apr,14,0,420,Afternoon
2011-04-24,Summer,2011,Apr,15,0,369,Afternoon
2011-04-24,Summer,2011,Apr,16,0,359,Evening
2011-04-24,Summer,2011,Apr,17,0,331,Evening
2011-04-24,Summer,2011,Apr,18,0,270,Evening
2011-04-24,Summer,2011,Apr,19,0,194,Evening
2011-04-24,Summer,2011,Apr,20,0,105,Night
2011-04-24,Summer,2011,Apr,21,0,61,Night
2011-04-24,Summer,2011,Apr,22,0,45,Night
2011-04-24,Summer,2011,Apr,23,0,42,Night
2011-04-25,Summer,2011,Apr,0,1,12,Night
2011-04-25,Summer,2011,Apr,1,1,10,Night
2011-04-25,Summer,2011,Apr,2,1,10,Night
2011-04-25,Summer,2011,Apr,3,1,10,Night
2011-04-25,Summer,2011,Apr,4,1,5,Night
2011-04-25,Summer,2011,Apr,5,1,17,Night
2011-04-25,Summer,2011,Apr,6,1,66,Morning
2011-04-25,Summer,2011,Apr,7,1,196,Morning
2011-04-25,Summer,2011,Apr,8,1,353,Morning
2011-04-25,Summer,2011,Apr,9,1,174,Morning
2011-04-25,Summer,2011,Apr,10,1,125,Afternoon
2011-04-25,Summer,2011,Apr,11,1,147,Afternoon
2011-04-25,Summer,2011,Apr,12,1,188,Afternoon
2011-04-25,Summer,2011,Apr,13,1,203,Afternoon
2011-04-25,Summer,2011,Apr,14,1,146,Afternoon
2011-04-25,Summer,2011,Apr,15,1,175,Afternoon
2011-04-25,Summer,2011,Apr,16,1,239,Evening
2011-04-25,Summer,2011,Apr,17,1,521,Evening
2011-04-25,Summer,2011,Apr,18,1,499,Evening
2011-04-25,Summer,2011,Apr,19,1,382,Evening
2011-04-25,Summer,2011,Apr,20,1,237,Night
2011-04-25,Summer,2011,Apr,21,1,190,Night
2011-04-25,Summer,2011,Apr,22,1,106,Night
2011-04-25,Summer,2011,Apr,23,1,62,Night
2011-04-26,Summer,2011,Apr,0,1,27,Night
2011-04-26,Summer,2011,Apr,1,1,21,Night
2011-04-26,Summer,2011,Apr,2,1,26,Night
2011-04-26,Summer,2011,Apr,3,1,21,Night
2011-04-26,Summer,2011,Apr,4,1,6,Night
2011-04-26,Summer,2011,Apr,5,1,16,Night
2011-04-26,Summer,2011,Apr,6,1,80,Morning
2011-04-26,Summer,2011,Apr,7,1,270,Morning
2011-04-26,Summer,2011,Apr,8,1,449,Morning
2011-04-26,Summer,2011,Apr,9,1,199,Morning
2011-04-26,Summer,2011,Apr,10,1,120,Afternoon
2011-04-26,Summer,2011,Apr,11,1,172,Afternoon
2011-04-26,Summer,2011,Apr,12,1,186,Afternoon
2011-04-26,Summer,2011,Apr,13,1,176,Afternoon
2011-04-26,Summer,2011,Apr,14,1,155,Afternoon
2011-04-26,Summer,2011,Apr,15,1,153,Afternoon
2011-04-26,Summer,2011,Apr,16,1,291,Evening
2011-04-26,Summer,2011,Apr,17,1,521,Evening
2011-04-26,Summer,2011,Apr,18,1,528,Evening
2011-04-26,Summer,2011,Apr,19,1,328,Evening
2011-04-26,Summer,2011,Apr,20,1,234,Night
2011-04-26,Summer,2011,Apr,21,1,195,Night
2011-04-26,Summer,2011,Apr,22,1,148,Night
2011-04-26,Summer,2011,Apr,23,1,78,Night
2011-04-27,Summer,2011,Apr,0,1,27,Night
2011-04-27,Summer,2011,Apr,1,1,17,Night
2011-04-27,Summer,2011,Apr,2,1,5,Night
2011-04-27,Summer,2011,Apr,3,1,7,Night
2011-04-27,Summer,2011,Apr,4,1,6,Night
2011-04-27,Summer,2011,Apr,5,1,17,Night
2011-04-27,Summer,2011,Apr,6,1,84,Morning
2011-04-27,Summer,2011,Apr,7,1,246,Morning
2011-04-27,Summer,2011,Apr,8,1,444,Morning
2011-04-27,Summer,2011,Apr,9,1,181,Morning
2011-04-27,Summer,2011,Apr,10,1,92,Afternoon
2011-04-27,Summer,2011,Apr,11,1,156,Afternoon
2011-04-27,Summer,2011,Apr,12,1,173,Afternoon
2011-04-27,Summer,2011,Apr,13,1,150,Afternoon
2011-04-27,Summer,2011,Apr,14,1,148,Afternoon
2011-04-27,Summer,2011,Apr,15,1,138,Afternoon
2011-04-27,Summer,2011,Apr,16,1,218,Evening
2011-04-27,Summer,2011,Apr,17,1,521,Evening
2011-04-27,Summer,2011,Apr,18,1,412,Evening
2011-04-27,Summer,2011,Apr,19,1,260,Evening
2011-04-27,Summer,2011,Apr,20,1,218,Night
2011-04-27,Summer,2011,Apr,21,1,145,Night
2011-04-27,Summer,2011,Apr,22,1,129,Night
2011-04-27,Summer,2011,Apr,23,1,78,Night
2011-04-28,Summer,2011,Apr,0,1,54,Night
2011-04-28,Summer,2011,Apr,1,1,20,Night
2011-04-28,Summer,2011,Apr,2,1,21,Night
2011-04-28,Summer,2011,Apr,3,1,3,Night
2011-04-28,Summer,2011,Apr,4,1,9,Night
2011-04-28,Summer,2011,Apr,5,1,13,Night
2011-04-28,Summer,2011,Apr,6,1,86,Morning
2011-04-28,Summer,2011,Apr,7,1,215,Morning
2011-04-28,Summer,2011,Apr,8,1,398,Morning
2011-04-28,Summer,2011,Apr,9,1,183,Morning
2011-04-28,Summer,2011,Apr,10,1,54,Afternoon
2011-04-28,Summer,2011,Apr,11,1,84,Afternoon
2011-04-28,Summer,2011,Apr,12,1,107,Afternoon
2011-04-28,Summer,2011,Apr,13,1,121,Afternoon
2011-04-28,Summer,2011,Apr,14,1,142,Afternoon
2011-04-28,Summer,2011,Apr,15,1,163,Afternoon
2011-04-28,Summer,2011,Apr,16,1,270,Evening
2011-04-28,Summer,2011,Apr,17,1,455,Evening
2011-04-28,Summer,2011,Apr,18,1,530,Evening
2011-04-28,Summer,2011,Apr,19,1,404,Evening
2011-04-28,Summer,2011,Apr,20,1,269,Night
2011-04-28,Summer,2011,Apr,21,1,194,Night
2011-04-28,Summer,2011,Apr,22,1,153,Night
2011-04-28,Summer,2011,Apr,23,1,110,Night
2011-04-29,Summer,2011,Apr,0,1,48,Night
2011-04-29,Summer,2011,Apr,1,1,31,Night
2011-04-29,Summer,2011,Apr,2,1,10,Night
2011-04-29,Summer,2011,Apr,3,1,5,Night
2011-04-29,Summer,2011,Apr,4,1,6,Night
2011-04-29,Summer,2011,Apr,5,1,25,Night
2011-04-29,Summer,2011,Apr,6,1,71,Morning
2011-04-29,Summer,2011,Apr,7,1,240,Morning
2011-04-29,Summer,2011,Apr,8,1,421,Morning
2011-04-29,Summer,2011,Apr,9,1,230,Morning
2011-04-29,Summer,2011,Apr,10,1,156,Afternoon
2011-04-29,Summer,2011,Apr,11,1,157,Afternoon
2011-04-29,Summer,2011,Apr,12,1,223,Afternoon
2011-04-29,Summer,2011,Apr,13,1,308,Afternoon
2011-04-29,Summer,2011,Apr,14,1,248,Afternoon
2011-04-29,Summer,2011,Apr,15,1,252,Afternoon
2011-04-29,Summer,2011,Apr,16,1,299,Evening
2011-04-29,Summer,2011,Apr,17,1,508,Evening
2011-04-29,Summer,2011,Apr,18,1,439,Evening
2011-04-29,Summer,2011,Apr,19,1,270,Evening
2011-04-29,Summer,2011,Apr,20,1,194,Night
2011-04-29,Summer,2011,Apr,21,1,195,Night
2011-04-29,Summer,2011,Apr,22,1,146,Night
2011-04-29,Summer,2011,Apr,23,1,113,Night
2011-04-30,Summer,2011,Apr,0,0,106,Night
2011-04-30,Summer,2011,Apr,1,0,74,Night
2011-04-30,Summer,2011,Apr,2,0,65,Night
2011-04-30,Summer,2011,Apr,3,0,17,Night
2011-04-30,Summer,2011,Apr,4,0,7,Night
2011-04-30,Summer,2011,Apr,5,0,7,Night
2011-04-30,Summer,2011,Apr,6,0,21,Morning
2011-04-30,Summer,2011,Apr,7,0,48,Morning
2011-04-30,Summer,2011,Apr,8,0,91,Morning
2011-04-30,Summer,2011,Apr,9,0,156,Morning
2011-04-30,Summer,2011,Apr,10,0,279,Afternoon
2011-04-30,Summer,2011,Apr,11,0,321,Afternoon
2011-04-30,Summer,2011,Apr,12,0,416,Afternoon
2011-04-30,Summer,2011,Apr,13,0,455,Afternoon
2011-04-30,Summer,2011,Apr,14,0,452,Afternoon
2011-04-30,Summer,2011,Apr,15,0,499,Afternoon
2011-04-30,Summer,2011,Apr,16,0,464,Evening
2011-04-30,Summer,2011,Apr,17,0,407,Evening
2011-04-30,Summer,2011,Apr,18,0,371,Evening
2011-04-30,Summer,2011,Apr,19,0,387,Evening
2011-04-30,Summer,2011,Apr,20,0,224,Night
2011-04-30,Summer,2011,Apr,21,0,177,Night
2011-04-30,Summer,2011,Apr,22,0,143,Night
2011-04-30,Summer,2011,Apr,23,0,125,Night
2011-05-01,Summer,2011,May,0,0,96,Night
2011-05-01,Summer,2011,May,1,0,59,Night
2011-05-01,Summer,2011,May,2,0,50,Night
2011-05-01,Summer,2011,May,3,0,23,Night
2011-05-01,Summer,2011,May,4,0,17,Night
2011-05-01,Summer,2011,May,5,0,10,Night
2011-05-01,Summer,2011,May,6,0,13,Morning
2011-05-01,Summer,2011,May,7,0,33,Morning
2011-05-01,Summer,2011,May,8,0,59,Morning
2011-05-01,Summer,2011,May,9,0,141,Morning
2011-05-01,Summer,2011,May,10,0,264,Afternoon
2011-05-01,Summer,2011,May,11,0,250,Afternoon
2011-05-01,Summer,2011,May,12,0,281,Afternoon
2011-05-01,Summer,2011,May,13,0,332,Afternoon
2011-05-01,Summer,2011,May,14,0,238,Afternoon
2011-05-01,Summer,2011,May,15,0,266,Afternoon
2011-05-01,Summer,2011,May,16,0,214,Evening
2011-05-01,Summer,2011,May,17,0,196,Evening
2011-05-01,Summer,2011,May,18,0,159,Evening
2011-05-01,Summer,2011,May,19,0,178,Evening
2011-05-01,Summer,2011,May,20,0,121,Night
2011-05-01,Summer,2011,May,21,0,105,Night
2011-05-01,Summer,2011,May,22,0,100,Night
2011-05-01,Summer,2011,May,23,0,146,Night
2011-05-02,Summer,2011,May,0,1,177,Night
2011-05-02,Summer,2011,May,1,1,114,Night
2011-05-02,Summer,2011,May,2,1,35,Night
2011-05-02,Summer,2011,May,3,1,16,Night
2011-05-02,Summer,2011,May,4,1,17,Night
2011-05-02,Summer,2011,May,5,1,20,Night
2011-05-02,Summer,2011,May,6,1,62,Morning
2011-05-02,Summer,2011,May,7,1,209,Morning
2011-05-02,Summer,2011,May,8,1,371,Morning
2011-05-02,Summer,2011,May,9,1,172,Morning
2011-05-02,Summer,2011,May,10,1,108,Afternoon
2011-05-02,Summer,2011,May,11,1,130,Afternoon
2011-05-02,Summer,2011,May,12,1,187,Afternoon
2011-05-02,Summer,2011,May,13,1,170,Afternoon
2011-05-02,Summer,2011,May,14,1,181,Afternoon
2011-05-02,Summer,2011,May,15,1,155,Afternoon
2011-05-02,Summer,2011,May,16,1,269,Evening
2011-05-02,Summer,2011,May,17,1,537,Evening
2011-05-02,Summer,2011,May,18,1,518,Evening
2011-05-02,Summer,2011,May,19,1,314,Evening
2011-05-02,Summer,2011,May,20,1,218,Night
2011-05-02,Summer,2011,May,21,1,232,Night
2011-05-02,Summer,2011,May,22,1,125,Night
2011-05-02,Summer,2011,May,23,1,64,Night
2011-05-03,Summer,2011,May,0,1,16,Night
2011-05-03,Summer,2011,May,1,1,14,Night
2011-05-03,Summer,2011,May,2,1,5,Night
2011-05-03,Summer,2011,May,3,1,2,Night
2011-05-03,Summer,2011,May,4,1,4,Night
2011-05-03,Summer,2011,May,5,1,14,Night
2011-05-03,Summer,2011,May,6,1,109,Morning
2011-05-03,Summer,2011,May,7,1,265,Morning
2011-05-03,Summer,2011,May,8,1,459,Morning
2011-05-03,Summer,2011,May,9,1,186,Morning
2011-05-03,Summer,2011,May,10,1,127,Afternoon
2011-05-03,Summer,2011,May,11,1,140,Afternoon
2011-05-03,Summer,2011,May,12,1,217,Afternoon
2011-05-03,Summer,2011,May,13,1,194,Afternoon
2011-05-03,Summer,2011,May,14,1,158,Afternoon
2011-05-03,Summer,2011,May,15,1,154,Afternoon
2011-05-03,Summer,2011,May,16,1,271,Evening
2011-05-03,Summer,2011,May,17,1,517,Evening
2011-05-03,Summer,2011,May,18,1,544,Evening
2011-05-03,Summer,2011,May,19,1,365,Evening
2011-05-03,Summer,2011,May,20,1,290,Night
2011-05-03,Summer,2011,May,21,1,225,Night
2011-05-03,Summer,2011,May,22,1,113,Night
2011-05-03,Summer,2011,May,23,1,62,Night
2011-05-04,Summer,2011,May,0,1,27,Night
2011-05-04,Summer,2011,May,1,1,7,Night
2011-05-04,Summer,2011,May,2,1,4,Night
2011-05-04,Summer,2011,May,3,1,1,Night
2011-05-04,Summer,2011,May,4,1,3,Night
2011-05-04,Summer,2011,May,5,1,9,Night
2011-05-04,Summer,2011,May,6,1,21,Morning
2011-05-04,Summer,2011,May,7,1,52,Morning
2011-05-04,Summer,2011,May,8,1,79,Morning
2011-05-04,Summer,2011,May,9,1,40,Morning
2011-05-04,Summer,2011,May,10,1,31,Afternoon
2011-05-04,Summer,2011,May,11,1,72,Afternoon
2011-05-04,Summer,2011,May,12,1,124,Afternoon
2011-05-04,Summer,2011,May,13,1,143,Afternoon
2011-05-04,Summer,2011,May,14,1,107,Afternoon
2011-05-04,Summer,2011,May,15,1,129,Afternoon
2011-05-04,Summer,2011,May,16,1,195,Evening
2011-05-04,Summer,2011,May,17,1,410,Evening
2011-05-04,Summer,2011,May,18,1,396,Evening
2011-05-04,Summer,2011,May,19,1,296,Evening
2011-05-04,Summer,2011,May,20,1,191,Night
2011-05-04,Summer,2011,May,21,1,150,Night
2011-05-04,Summer,2011,May,22,1,89,Night
2011-05-04,Summer,2011,May,23,1,57,Night
2011-05-05,Summer,2011,May,0,1,27,Night
2011-05-05,Summer,2011,May,1,1,10,Night
2011-05-05,Summer,2011,May,2,1,5,Night
2011-05-05,Summer,2011,May,3,1,4,Night
2011-05-05,Summer,2011,May,4,1,7,Night
